metric_id,period,geographic_scope,measure,value,unit,population_scope,population_definition_id,harmonization_method,source_name,source_url,publisher,retrieved_at,coverage_period,license_or_terms,known_limitations
enterprises_private_non_primary,2016,大阪府,企業数（合計）,271936,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2016,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2021,大阪府,企業数（合計）,262619,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2021,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2012,愛知県,企業数（合計）,224343,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2012,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2014,愛知県,企業数（合計）,221411,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2014,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2016,愛知県,企業数（合計）,208948,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2016,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2021,愛知県,企業数（合計）,195912,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2021,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2012,神奈川県,企業数（合計）,200690,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2012,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2014,神奈川県,企業数（合計）,200530,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2014,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2016,神奈川県,企業数（合計）,188015,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2016,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2021,神奈川県,企業数（合計）,184197,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2021,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2012,埼玉県,企業数（合計）,174816,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2012,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2014,埼玉県,企業数（合計）,172435,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2014,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2016,埼玉県,企業数（合計）,161613,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2016,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
enterprises_private_non_primary,2021,埼玉県,企業数（合計）,150341,enterprises,中小企業白書 付属統計資料 6表の企業数定義: 民営・非一次産業、会社及び個人事業者を含む,sme_white_paper_2025_table6_private_non_primary,observed,2025年版中小企業白書 付属統計資料 6表 都道府県別規模別企業数（民営、非一次産業、2012年、2014年、2016年、2021年）,https://www.chusho.meti.go.jp/pamflet/hakusyo/2025/chusho/f6.html,中小企業庁,2026-09-18,2021,中小企業庁・経済産業省ウェブサイトの利用条件に従う。公開前に原典ページの最新利用条件を再確認する。,原表の企業数は法人番号を持つ法人だけを数えたものではなく、会社及び個人事業者を含むため、法人ストックとは定義が異なる。 原表は民営・非一次産業を対象とする。農林漁業等を含む全経済主体の総数ではない。 このデータセットは全国及び主要5都府県の行を原表から転記した部分抽出であり、47都道府県の全行ではない。 2012年、2014年、2016年、2021年の離散時点であり、年次系列ではない。 時点間比較の解釈には、各調査の定義・母集団・調査方法の同等性を原典資料で継続確認する必要がある。
